,file,PCount,kp_100_predict10,kp_100_quality,kp_100_time,kp_100matchposition,kp_50_predict10,kp_50_quality,kp_50_time,kp_50matchposition
0,./imagesbooks/ukbench05960.jpg,,100.0,10.0,6.3792033195495605,"[0, 1, 2, 3]",100.0,16.0,3.332648515701294,"[0, 1, 2, 5]"
1,./imagesbooks/ukbench00459.jpg,,100.0,10.0,6.612982511520386,"[0, 1, 2, 3]",100.0,10.0,3.211064100265503,"[0, 1, 2, 3]"
2,./imagesbooks/ukbench06010.jpg,,100.0,10.0,6.200967311859131,"[0, 1, 2, 3]",100.0,10.0,3.574754476547241,"[0, 1, 2, 3]"
3,./imagesbooks/ukbench06104.jpg,,100.0,10.0,5.139654636383057,"[0, 1, 2, 3]",100.0,10.0,3.236680746078491,"[0, 1, 2, 3]"
4,./imagesbooks/ukbench00458.jpg,,100.0,10.0,5.107143402099609,"[0, 1, 2, 3]",100.0,10.0,2.7019240856170654,"[0, 1, 2, 3]"
