,file,Acc,Stime
0,./imagesbooks/ukbench02751.jpg,100.0,1.0686287879943848
1,./imagesbooks/ukbench00482.jpg,66.66666666666666,0.9538307189941406
2,./imagesbooks/ukbench05787.jpg,100.0,1.029329538345337
3,./imagesbooks/ukbench05784.jpg,100.0,1.0669806003570557
4,./imagesbooks/ukbench03062.jpg,100.0,1.005333662033081
5,./imagesbooks/ukbench00002.jpg,100.0,1.155608892440796
6,./imagesbooks/ukbench03888.jpg,100.0,1.0534956455230713
7,./imagesbooks/ukbench03057.jpg,100.0,1.046839714050293
8,./imagesbooks/ukbench05599.jpg,100.0,0.9389259815216064
9,./imagesbooks/ukbench03133.jpg,100.0,0.9706418514251709
10,./imagesbooks/ukbench05597.jpg,100.0,0.965423583984375
11,./imagesbooks/ukbench05761.jpg,100.0,1.0135836601257324
12,./imagesbooks/ukbench03067.jpg,100.0,0.8869779109954834
13,./imagesbooks/ukbench03135.jpg,100.0,0.9109933376312256
14,./imagesbooks/ukbench02725.jpg,100.0,0.9505856037139893
15,./imagesbooks/ukbench02742.jpg,100.0,0.9900281429290771
16,./imagesbooks/ukbench03037.jpg,100.0,0.9042000770568848
17,./imagesbooks/ukbench00302.jpg,66.66666666666666,0.8931770324707031
18,./imagesbooks/ukbench05600.jpg,100.0,0.9826891422271729
19,./imagesbooks/ukbench05781.jpg,100.0,1.0876250267028809
20,./imagesbooks/ukbench03616.jpg,66.66666666666666,0.9286115169525146
21,./imagesbooks/ukbench05758.jpg,100.0,0.9889566898345947
22,./imagesbooks/ukbench05777.jpg,100.0,1.015030860900879
23,./imagesbooks/ukbench00035.jpg,100.0,1.0658419132232666
24,./imagesbooks/ukbench00480.jpg,100.0,0.9690783023834229
25,./imagesbooks/ukbench03098.jpg,100.0,0.9382119178771973
26,./imagesbooks/ukbench05603.jpg,100.0,0.9859838485717773
27,./imagesbooks/ukbench03592.jpg,100.0,1.0390453338623047
28,./imagesbooks/ukbench03851.jpg,100.0,0.9353952407836914
29,./imagesbooks/ukbench05780.jpg,100.0,0.891512393951416
30,./imagesbooks/ukbench05609.jpg,100.0,0.909449577331543
31,./imagesbooks/ukbench05930.jpg,100.0,0.9584758281707764
32,./imagesbooks/ukbench00300.jpg,100.0,0.9225962162017822
33,./imagesbooks/ukbench05880.jpg,100.0,0.8890466690063477
34,./imagesbooks/ukbench03038.jpg,100.0,0.9322168827056885
35,./imagesbooks/ukbench02734.jpg,100.0,0.951007604598999
36,./imagesbooks/ukbench05596.jpg,100.0,1.0765666961669922
37,./imagesbooks/ukbench05879.jpg,100.0,0.9023659229278564
38,./imagesbooks/ukbench05757.jpg,100.0,0.9791300296783447
39,./imagesbooks/ukbench05774.jpg,100.0,1.0281283855438232
40,./imagesbooks/ukbench03069.jpg,100.0,1.0560874938964844
41,./imagesbooks/ukbench00003.jpg,100.0,0.9873852729797363
42,./imagesbooks/ukbench05764.jpg,100.0,0.9832735061645508
43,./imagesbooks/ukbench05760.jpg,100.0,1.0516552925109863
44,./imagesbooks/ukbench00458.jpg,100.0,1.0624220371246338
45,./imagesbooks/ukbench05598.jpg,100.0,1.3877832889556885
46,./imagesbooks/ukbench02750.jpg,100.0,1.726391315460205
47,./imagesbooks/ukbench05929.jpg,100.0,1.760227918624878
48,./imagesbooks/ukbench05604.jpg,100.0,1.7756164073944092
49,./imagesbooks/ukbench00487.jpg,100.0,1.3117365837097168
