,file,Acc,Stime
0,./imagesbooks/ukbench06108.jpg,100.0,2.634880781173706
1,./imagesbooks/ukbench05944.jpg,100.0,2.571021556854248
2,./imagesbooks/ukbench05781.jpg,100.0,1.944688320159912
3,./imagesbooks/ukbench03865.jpg,100.0,2.1247284412384033
4,./imagesbooks/ukbench06119.jpg,100.0,2.268566608428955
5,./imagesbooks/ukbench03098.jpg,100.0,1.8927617073059082
6,./imagesbooks/ukbench06040.jpg,100.0,2.1543807983398438
7,./imagesbooks/ukbench06148.jpg,0.0,2.0698423385620117
8,./imagesbooks/ukbench06041.jpg,100.0,2.0775725841522217
9,./imagesbooks/ukbench00481.jpg,100.0,1.8259680271148682
10,./imagesbooks/ukbench06037.jpg,100.0,2.015075206756592
11,./imagesbooks/ukbench07286.jpg,100.0,1.8696184158325195
12,./imagesbooks/ukbench06507.jpg,100.0,1.9842910766601562
13,./imagesbooks/ukbench05966.jpg,100.0,1.9202995300292969
14,./imagesbooks/ukbench06106.jpg,100.0,2.307637929916382
15,./imagesbooks/ukbench06558.jpg,0.0,1.7801969051361084
16,./imagesbooks/ukbench00251.jpg,100.0,2.109889507293701
17,./imagesbooks/ukbench05877.jpg,100.0,1.89739990234375
18,./imagesbooks/ukbench05984.jpg,100.0,2.302554130554199
19,./imagesbooks/ukbench06506.jpg,100.0,1.884718894958496
20,./imagesbooks/ukbench00197.jpg,100.0,2.220045804977417
21,./imagesbooks/ukbench05998.jpg,100.0,1.8117904663085938
22,./imagesbooks/ukbench05787.jpg,100.0,1.9903028011322021
23,./imagesbooks/ukbench05882.jpg,100.0,1.791858434677124
24,./imagesbooks/ukbench08001.jpg,100.0,2.2604129314422607
25,./imagesbooks/ukbench05761.jpg,100.0,1.8161654472351074
26,./imagesbooks/ukbench00482.jpg,66.66666666666666,2.0017802715301514
27,./imagesbooks/ukbench03851.jpg,100.0,1.8293039798736572
28,./imagesbooks/ukbench00484.jpg,100.0,2.310392379760742
29,./imagesbooks/ukbench07992.jpg,100.0,1.7866535186767578
30,./imagesbooks/ukbench08010.jpg,100.0,2.0684540271759033
31,./imagesbooks/ukbench06453.jpg,66.66666666666666,1.9814374446868896
32,./imagesbooks/ukbench05948.jpg,100.0,2.033235549926758
33,./imagesbooks/ukbench05778.jpg,100.0,1.902111530303955
34,./imagesbooks/ukbench00483.jpg,100.0,2.032977342605591
35,./imagesbooks/ukbench06006.jpg,100.0,1.792032241821289
36,./imagesbooks/ukbench05878.jpg,100.0,1.8207826614379883
37,./imagesbooks/ukbench03593.jpg,100.0,1.852938175201416
38,./imagesbooks/ukbench03850.jpg,100.0,1.7622251510620117
39,./imagesbooks/ukbench07994.jpg,100.0,1.903712272644043
40,./imagesbooks/ukbench00453.jpg,100.0,1.7797651290893555
41,./imagesbooks/ukbench06051.jpg,100.0,2.0334322452545166
42,./imagesbooks/ukbench06008.jpg,100.0,2.257784605026245
43,./imagesbooks/ukbench02750.jpg,100.0,2.0721852779388428
44,./imagesbooks/ukbench06114.jpg,100.0,1.954277753829956
45,./imagesbooks/ukbench08000.jpg,100.0,1.8907926082611084
46,./imagesbooks/ukbench05603.jpg,100.0,1.8404200077056885
47,./imagesbooks/ukbench00457.jpg,100.0,1.9095823764801025
48,./imagesbooks/ukbench05929.jpg,66.66666666666666,1.9814438819885254
49,./imagesbooks/ukbench05941.jpg,100.0,2.0190796852111816
