,file,PCount,kp_100_10,kp_100_20,kp_100_30,kp_100_50,kp_100_quality,kp_100_time,kp_50_10,kp_50_20,kp_50_30,kp_50_50,kp_50_quality,kp_50_time
0,./imagesbooks/ukbench05960.jpg,,100.0,100.0,100.0,100.0,1.0,4.81697940826416,100.0,100.0,100.0,100.0,0.625,2.8309037685394287
1,./imagesbooks/ukbench00459.jpg,,100.0,100.0,100.0,100.0,1.0,5.016119003295898,100.0,100.0,100.0,100.0,1.0,2.601118564605713
2,./imagesbooks/ukbench06010.jpg,,100.0,100.0,100.0,100.0,1.0,5.315211772918701,100.0,100.0,100.0,100.0,1.0,2.84527850151062
3,./imagesbooks/ukbench06104.jpg,,100.0,100.0,100.0,100.0,1.0,4.859963655471802,100.0,100.0,100.0,100.0,1.0,2.721205472946167
4,./imagesbooks/ukbench00458.jpg,,100.0,100.0,100.0,100.0,1.0,4.975593328475952,100.0,100.0,100.0,100.0,1.0,2.7055370807647705
