,file,Acc,Stime
0,./imagesbooks/ukbench00303.jpg,100,0.289234638214111
1,./imagesbooks/ukbench00484.jpg,100,0.249126195907593
2,./imagesbooks/ukbench00485.jpg,100,0.259259939193726
3,./imagesbooks/ukbench02721.jpg,33.3333333333333,0.266351699829102
4,./imagesbooks/ukbench02719.jpg,100,0.410243272781372
5,./imagesbooks/ukbench00126.jpg,100,0.345860958099365
6,./imagesbooks/ukbench00000.jpg,100,0.344859123229981
7,./imagesbooks/ukbench00482.jpg,100,0.369405508041382
8,./imagesbooks/ukbench00301.jpg,100,0.370092153549194
9,./imagesbooks/ukbench00251.jpg,100,0.359227895736694
10,./imagesbooks/ukbench00300.jpg,100,0.272867441177368
11,./imagesbooks/ukbench00480.jpg,100,0.327334880828857
12,./imagesbooks/ukbench00483.jpg,100,0.287220478057861
13,./imagesbooks/ukbench02720.jpg,33.3333333333333,0.349533557891846
14,./imagesbooks/ukbench00302.jpg,66.6666666666667,0.417009830474854
15,./imagesbooks/ukbench00002.jpg,100,0.440155744552612
16,./imagesbooks/ukbench00197.jpg,100,0.331242799758911
17,./imagesbooks/ukbench00124.jpg,100,0.336846351623535
18,./imagesbooks/ukbench00459.jpg,100,0.341558456420898
19,./imagesbooks/ukbench00299.jpg,100,0.358670234680176
20,./imagesbooks/ukbench00481.jpg,100,0.311066389083862
21,./imagesbooks/ukbench00127.jpg,100,0.339298963546753
22,./imagesbooks/ukbench00033.jpg,100,0.371675968170166
23,./imagesbooks/ukbench00458.jpg,100,0.380503416061401
24,./imagesbooks/ukbench00199.jpg,100,0.391294240951538
25,./imagesbooks/ukbench00487.jpg,100,0.383023023605347
26,./imagesbooks/ukbench00457.jpg,100,0.31333589553833
27,./imagesbooks/ukbench00456.jpg,100,0.305857658386231
28,./imagesbooks/ukbench00196.jpg,66.6666666666667,0.268337488174438
29,./imagesbooks/ukbench02718.jpg,100,0.321256399154663
30,./imagesbooks/ukbench00455.jpg,100,0.330871343612671
31,./imagesbooks/ukbench00198.jpg,100,0.340210199356079
32,./imagesbooks/ukbench00452.jpg,100,0.334927558898926
33,./imagesbooks/ukbench00248.jpg,100,0.335985898971558
34,./imagesbooks/ukbench00001.jpg,100,0.401711463928223
35,./imagesbooks/ukbench00296.jpg,100,0.298192024230957
36,./imagesbooks/ukbench02716.jpg,100,0.373636484146118
37,./imagesbooks/ukbench02717.jpg,100,0.302494525909424
38,./imagesbooks/ukbench00297.jpg,100,0.300876617431641
39,./imagesbooks/ukbench00032.jpg,100,0.325615644454956
40,./imagesbooks/ukbench00454.jpg,100,0.289337396621704
41,./imagesbooks/ukbench00486.jpg,100,0.319952726364136
42,./imagesbooks/ukbench00453.jpg,100,0.289732456207275
43,./imagesbooks/ukbench00125.jpg,100,0.301430463790894
44,./imagesbooks/ukbench00034.jpg,100,0.423048257827759
45,./imagesbooks/ukbench00250.jpg,100,0.3775634765625
46,./imagesbooks/ukbench00003.jpg,100,0.348555564880371
47,./imagesbooks/ukbench00298.jpg,100,0.335733890533447
48,./imagesbooks/ukbench00035.jpg,100,0.379776239395142
49,./imagesbooks/ukbench00249.jpg,100,0.313352108001709
,,,
,,96,0.336695098876953
